L 609f4c(set 26 of 32),4 hit 
S 64b6d0(set 22 of 32),4 hit 
S 64b7c4(set 30 of 32),4 hit 
S 64b8b8(set 5 of 32),4 hit 
S 64b9ac(set 13 of 32),4 hit 
S 64baa0(set 21 of 32),4 miss eviction 
S 64bb94(set 28 of 32),4 hit 
S 64bc88(set 4 of 32),4 hit 
S 64bd7c(set 11 of 32),4 hit 
L 60a03c(set 1 of 32),4 miss eviction 
L 60a040(set 2 of 32),4 miss eviction 
L 60a044(set 2 of 32),4 hit 
L 60a048(set 2 of 32),4 hit 
L 60a04c(set 2 of 32),4 hit 
L 60a050(set 2 of 32),4 hit 
L 60a054(set 2 of 32),4 hit 
L 60a058(set 2 of 32),4 hit 
S 64b6d4(set 22 of 32),4 hit 
S 64b7c8(set 30 of 32),4 hit 
S 64b8bc(set 5 of 32),4 hit 
S 64b9b0(set 13 of 32),4 hit 
S 64baa4(set 21 of 32),4 hit 
S 64bb98(set 28 of 32),4 hit 
S 64bc8c(set 4 of 32),4 hit 
S 64bd80(set 12 of 32),4 miss eviction 
L 60a148(set 10 of 32),4 hit 
L 60a14c(set 10 of 32),4 hit 
L 60a150(set 10 of 32),4 hit 
L 60a154(set 10 of 32),4 hit 
L 60a158(set 10 of 32),4 hit 
L 60a15c(set 10 of 32),4 hit 
L 60a160(set 11 of 32),4 miss eviction 
L 60a164(set 11 of 32),4 hit 
S 64b6d8(set 22 of 32),4 hit 
S 64b7cc(set 30 of 32),4 hit 
S 64b8c0(set 6 of 32),4 miss eviction 
S 64b9b4(set 13 of 32),4 hit 
S 64baa8(set 21 of 32),4 hit 
S 64bb9c(set 28 of 32),4 hit 
S 64bc90(set 4 of 32),4 hit 
S 64bd84(set 12 of 32),4 hit 
L 60a254(set 18 of 32),4 miss eviction 
L 60a258(set 18 of 32),4 hit 
L 60a25c(set 18 of 32),4 hit 
L 60a260(set 19 of 32),4 miss eviction 
L 60a264(set 19 of 32),4 hit 
L 60a268(set 19 of 32),4 hit 
L 60a26c(set 19 of 32),4 hit 
L 60a270(set 19 of 32),4 hit 
S 64b6dc(set 22 of 32),4 hit 
S 64b7d0(set 30 of 32),4 hit 
S 64b8c4(set 6 of 32),4 hit 
S 64b9b8(set 13 of 32),4 hit 
S 64baac(set 21 of 32),4 hit 
S 64bba0(set 29 of 32),4 miss eviction 
S 64bc94(set 4 of 32),4 hit 
S 64bd88(set 12 of 32),4 hit 
L 60a380(set 28 of 32),4 miss eviction 
L 60a384(set 28 of 32),4 hit 
L 60a388(set 28 of 32),4 hit 
L 60a48c(set 4 of 32),4 miss eviction 
L 60a490(set 4 of 32),4 hit 
L 60a494(set 4 of 32),4 hit 
L 60a598(set 12 of 32),4 miss eviction 
L 60a59c(set 12 of 32),4 hit 
L 60a5a0(set 13 of 32),4 miss eviction 
L 60a6a4(set 21 of 32),4 miss eviction 
L 60a6a8(set 21 of 32),4 hit 
L 60a6ac(set 21 of 32),4 hit 
S 64be80(set 20 of 32),4 miss eviction 
S 64bf74(set 27 of 32),4 miss eviction 
S 64c068(set 3 of 32),4 miss eviction 
S 64be84(set 20 of 32),4 hit 
S 64bf78(set 27 of 32),4 hit 
S 64c06c(set 3 of 32),4 hit 
S 64be88(set 20 of 32),4 hit 
S 64bf7c(set 27 of 32),4 hit 
S 64c070(set 3 of 32),4 hit 
S 64be8c(set 20 of 32),4 hit 
S 64bf80(set 28 of 32),4 miss eviction 
S 64c074(set 3 of 32),4 hit 
L 60a7b0(set 29 of 32),4 miss eviction 
L 60a7b4(set 29 of 32),4 hit 
L 60a7b8(set 29 of 32),4 hit 
L 60a8bc(set 5 of 32),4 miss eviction 
L 60a8c0(set 6 of 32),4 miss eviction 
L 60a8c4(set 6 of 32),4 hit 
L 60a9c8(set 14 of 32),4 miss eviction 
L 60a9cc(set 14 of 32),4 hit 
L 60a9d0(set 14 of 32),4 hit 
L 60aad4(set 22 of 32),4 miss eviction 
L 60aad8(set 22 of 32),4 hit 
L 60aadc(set 22 of 32),4 hit 
S 64be90(set 20 of 32),4 hit 
S 64bf84(set 28 of 32),4 hit 
S 64c078(set 3 of 32),4 hit 
S 64be94(set 20 of 32),4 hit 
S 64bf88(set 28 of 32),4 hit 
S 64c07c(set 3 of 32),4 hit 
S 64be98(set 20 of 32),4 hit 
S 64bf8c(set 28 of 32),4 hit 
S 64c080(set 4 of 32),4 miss eviction 
S 64be9c(set 20 of 32),4 hit 
S 64bf90(set 28 of 32),4 hit 
S 64c084(set 4 of 32),4 hit 
L 60a280(set 20 of 32),4 miss eviction 
L 60a284(set 20 of 32),4 hit 
L 60a288(set 20 of 32),4 hit 
L 60a28c(set 20 of 32),4 hit 
L 60a290(set 20 of 32),4 hit 
L 60a294(set 20 of 32),4 hit 
L 60a298(set 20 of 32),4 hit 
L 60a29c(set 20 of 32),4 hit 
S 648180(set 12 of 32),4 miss eviction 
S 648274(set 19 of 32),4 miss eviction 
S 648368(set 27 of 32),4 miss eviction 
S 64845c(set 2 of 32),4 miss eviction 
S 648550(set 10 of 32),4 miss eviction 
S 648644(set 18 of 32),4 miss eviction 
S 648738(set 25 of 32),4 miss eviction 
S 64882c(set 1 of 32),4 miss eviction 
L 60a38c(set 28 of 32),4 miss eviction 
L 60a390(set 28 of 32),4 hit 
L 60a394(set 28 of 32),4 hit 
L 60a398(set 28 of 32),4 hit 
L 60a39c(set 28 of 32),4 hit 
L 60a3a0(set 29 of 32),4 miss eviction 
L 60a3a4(set 29 of 32),4 hit 
L 60a3a8(set 29 of 32),4 hit 
S 648184(set 12 of 32),4 hit 
S 648278(set 19 of 32),4 hit 
S 64836c(set 27 of 32),4 hit 
S 648460(set 3 of 32),4 miss eviction 
S 648554(set 10 of 32),4 hit 
S 648648(set 18 of 32),4 hit 
S 64873c(set 25 of 32),4 hit 
S 648830(set 1 of 32),4 hit 
L 60a498(set 4 of 32),4 miss eviction 
L 60a49c(set 4 of 32),4 hit 
L 60a4a0(set 5 of 32),4 miss eviction 
L 60a4a4(set 5 of 32),4 hit 
L 60a4a8(set 5 of 32),4 hit 
L 60a4ac(set 5 of 32),4 hit 
L 60a4b0(set 5 of 32),4 hit 
L 60a4b4(set 5 of 32),4 hit 
S 648188(set 12 of 32),4 hit 
S 64827c(set 19 of 32),4 hit 
S 648370(set 27 of 32),4 hit 
S 648464(set 3 of 32),4 hit 
S 648558(set 10 of 32),4 hit 
S 64864c(set 18 of 32),4 hit 
S 648740(set 26 of 32),4 miss eviction 
S 648834(set 1 of 32),4 hit 
L 60a5a4(set 13 of 32),4 hit 
L 60a5a8(set 13 of 32),4 hit 
L 60a5ac(set 13 of 32),4 hit 
L 60a5b0(set 13 of 32),4 hit 
L 60a5b4(set 13 of 32),4 hit 
L 60a5b8(set 13 of 32),4 hit 
L 60a5bc(set 13 of 32),4 hit 
L 60a5c0(set 14 of 32),4 miss eviction 
S 64818c(set 12 of 32),4 hit 
S 648280(set 20 of 32),4 miss eviction 
S 648374(set 27 of 32),4 hit 
S 648468(set 3 of 32),4 hit 
S 64855c(set 10 of 32),4 hit 
S 648650(set 18 of 32),4 hit 
S 648744(set 26 of 32),4 hit 
S 648838(set 1 of 32),4 hit 
L 60a6b0(set 21 of 32),4 hit 
L 60a6b4(set 21 of 32),4 hit 
L 60a6b8(set 21 of 32),4 hit 
L 60a6bc(set 21 of 32),4 hit 
L 60a6c0(set 22 of 32),4 miss eviction 
L 60a6c4(set 22 of 32),4 hit 
L 60a6c8(set 22 of 32),4 hit 
L 60a6cc(set 22 of 32),4 hit 
S 648190(set 12 of 32),4 hit 
S 648284(set 20 of 32),4 hit 
S 648378(set 27 of 32),4 hit 
S 64846c(set 3 of 32),4 hit 
S 648560(set 11 of 32),4 miss eviction 
S 648654(set 18 of 32),4 hit 
S 648748(set 26 of 32),4 hit 
S 64883c(set 1 of 32),4 hit 
L 60a7bc(set 29 of 32),4 miss eviction 
L 60a7c0(set 30 of 32),4 miss eviction 
L 60a7c4(set 30 of 32),4 hit 
L 60a7c8(set 30 of 32),4 hit 
L 60a7cc(set 30 of 32),4 hit 
L 60a7d0(set 30 of 32),4 hit 
L 60a7d4(set 30 of 32),4 hit 
L 60a7d8(set 30 of 32),4 hit 
S 648194(set 12 of 32),4 hit 
S 648288(set 20 of 32),4 hit 
S 64837c(set 27 of 32),4 hit 
S 648470(set 3 of 32),4 hit 
S 648564(set 11 of 32),4 hit 
S 648658(set 18 of 32),4 hit 
S 64874c(set 26 of 32),4 hit 
S 648840(set 2 of 32),4 miss eviction 
L 60a8c8(set 6 of 32),4 hit 
L 60a8cc(set 6 of 32),4 hit 
L 60a8d0(set 6 of 32),4 hit 
L 60a8d4(set 6 of 32),4 hit 
L 60a8d8(set 6 of 32),4 hit 
L 60a8dc(set 6 of 32),4 hit 
L 60a8e0(set 7 of 32),4 miss eviction 
L 60a8e4(set 7 of 32),4 hit 
S 648198(set 12 of 32),4 hit 
S 64828c(set 20 of 32),4 hit 
S 648380(set 28 of 32),4 miss eviction 
S 648474(set 3 of 32),4 hit 
S 648568(set 11 of 32),4 hit 
S 64865c(set 18 of 32),4 hit 
S 648750(set 26 of 32),4 hit 
S 648844(set 2 of 32),4 hit 
L 60a9d4(set 14 of 32),4 miss eviction 
L 60a9d8(set 14 of 32),4 hit 
L 60a9dc(set 14 of 32),4 hit 
L 60a9e0(set 15 of 32),4 miss eviction 
L 60a9e4(set 15 of 32),4 hit 
L 60a9e8(set 15 of 32),4 hit 
L 60a9ec(set 15 of 32),4 hit 
L 60a9f0(set 15 of 32),4 hit 
S 64819c(set 12 of 32),4 hit 
S 648290(set 20 of 32),4 hit 
S 648384(set 28 of 32),4 hit 
S 648478(set 3 of 32),4 hit 
S 64856c(set 11 of 32),4 hit 
S 648660(set 19 of 32),4 miss eviction 
S 648754(set 26 of 32),4 hit 
S 648848(set 2 of 32),4 hit 
L 60a2a0(set 21 of 32),4 miss eviction 
L 60a2a4(set 21 of 32),4 hit 
L 60a2a8(set 21 of 32),4 hit 
L 60a2ac(set 21 of 32),4 hit 
L 60a2b0(set 21 of 32),4 hit 
L 60a2b4(set 21 of 32),4 hit 
L 60a2b8(set 21 of 32),4 hit 
L 60a2bc(set 21 of 32),4 hit 
S 648920(set 9 of 32),4 miss eviction 
S 648a14(set 16 of 32),4 miss eviction 
S 648b08(set 24 of 32),4 miss eviction 
S 648bfc(set 31 of 32),4 miss eviction 
S 648cf0(set 7 of 32),4 miss eviction 
S 648de4(set 15 of 32),4 miss eviction 
S 648ed8(set 22 of 32),4 miss eviction 
S 648fcc(set 30 of 32),4 miss eviction 
L 60a3ac(set 29 of 32),4 miss eviction 
L 60a3b0(set 29 of 32),4 hit 
L 60a3b4(set 29 of 32),4 hit 
L 60a3b8(set 29 of 32),4 hit 
L 60a3bc(set 29 of 32),4 hit 
L 60a3c0(set 30 of 32),4 miss eviction 
L 60a3c4(set 30 of 32),4 hit 
L 60a3c8(set 30 of 32),4 hit 
S 648924(set 9 of 32),4 hit 
S 648a18(set 16 of 32),4 hit 
S 648b0c(set 24 of 32),4 hit 
S 648c00(set 0 of 32),4 miss eviction 
S 648cf4(set 7 of 32),4 hit 
S 648de8(set 15 of 32),4 hit 
S 648edc(set 22 of 32),4 hit 
S 648fd0(set 30 of 32),4 miss eviction 
L 60a4b8(set 5 of 32),4 hit 
L 60a4bc(set 5 of 32),4 hit 
L 60a4c0(set 6 of 32),4 miss eviction 
L 60a4c4(set 6 of 32),4 hit 
L 60a4c8(set 6 of 32),4 hit 
L 60a4cc(set 6 of 32),4 hit 
L 60a4d0(set 6 of 32),4 hit 
L 60a4d4(set 6 of 32),4 hit 
S 648928(set 9 of 32),4 hit 
S 648a1c(set 16 of 32),4 hit 
S 648b10(set 24 of 32),4 hit 
S 648c04(set 0 of 32),4 hit 
S 648cf8(set 7 of 32),4 hit 
S 648dec(set 15 of 32),4 hit 
S 648ee0(set 23 of 32),4 miss eviction 
S 648fd4(set 30 of 32),4 hit 
L 60a5c4(set 14 of 32),4 miss eviction 
L 60a5c8(set 14 of 32),4 hit 
L 60a5cc(set 14 of 32),4 hit 
L 60a5d0(set 14 of 32),4 hit 
L 60a5d4(set 14 of 32),4 hit 
L 60a5d8(set 14 of 32),4 hit 
L 60a5dc(set 14 of 32),4 hit 
L 60a5e0(set 15 of 32),4 miss eviction 
S 64892c(set 9 of 32),4 hit 
S 648a20(set 17 of 32),4 miss eviction 
S 648b14(set 24 of 32),4 hit 
S 648c08(set 0 of 32),4 hit 
S 648cfc(set 7 of 32),4 hit 
S 648df0(set 15 of 32),4 miss eviction 
S 648ee4(set 23 of 32),4 hit 
S 648fd8(set 30 of 32),4 hit 
L 60a6d0(set 22 of 32),4 miss eviction 
L 60a6d4(set 22 of 32),4 hit 
L 60a6d8(set 22 of 32),4 hit 
L 60a6dc(set 22 of 32),4 hit 
L 60a6e0(set 23 of 32),4 miss eviction 
L 60a6e4(set 23 of 32),4 hit 
L 60a6e8(set 23 of 32),4 hit 
L 60a6ec(set 23 of 32),4 hit 
S 648930(set 9 of 32),4 hit 
S 648a24(set 17 of 32),4 hit 
S 648b18(set 24 of 32),4 hit 
S 648c0c(set 0 of 32),4 hit 
S 648d00(set 8 of 32),4 miss eviction 
S 648df4(set 15 of 32),4 hit 
S 648ee8(set 23 of 32),4 miss eviction 
S 648fdc(set 30 of 32),4 hit 
L 60a7dc(set 30 of 32),4 miss eviction 
L 60a7e0(set 31 of 32),4 miss eviction 
L 60a7e4(set 31 of 32),4 hit 
L 60a7e8(set 31 of 32),4 hit 
L 60a7ec(set 31 of 32),4 hit 
L 60a7f0(set 31 of 32),4 hit 
L 60a7f4(set 31 of 32),4 hit 
L 60a7f8(set 31 of 32),4 hit 
S 648934(set 9 of 32),4 hit 
S 648a28(set 17 of 32),4 hit 
S 648b1c(set 24 of 32),4 hit 
S 648c10(set 0 of 32),4 hit 
S 648d04(set 8 of 32),4 hit 
S 648df8(set 15 of 32),4 hit 
S 648eec(set 23 of 32),4 hit 
S 648fe0(set 31 of 32),4 miss eviction 
L 60a8e8(set 7 of 32),4 miss eviction 
L 60a8ec(set 7 of 32),4 hit 
L 60a8f0(set 7 of 32),4 hit 
L 60a8f4(set 7 of 32),4 hit 
L 60a8f8(set 7 of 32),4 hit 
L 60a8fc(set 7 of 32),4 hit 
L 60a900(set 8 of 32),4 miss eviction 
L 60a904(set 8 of 32),4 hit 
S 648938(set 9 of 32),4 hit 
S 648a2c(set 17 of 32),4 hit 
S 648b20(set 25 of 32),4 miss eviction 
S 648c14(set 0 of 32),4 hit 
S 648d08(set 8 of 32),4 miss eviction 
S 648dfc(set 15 of 32),4 hit 
S 648ef0(set 23 of 32),4 hit 
S 648fe4(set 31 of 32),4 hit 
L 60a9f4(set 15 of 32),4 miss eviction 
L 60a9f8(set 15 of 32),4 hit 
L 60a9fc(set 15 of 32),4 hit 
L 60aa00(set 16 of 32),4 miss eviction 
L 60aa04(set 16 of 32),4 hit 
L 60aa08(set 16 of 32),4 hit 
L 60aa0c(set 16 of 32),4 hit 
L 60aa10(set 16 of 32),4 hit 
S 64893c(set 9 of 32),4 hit 
S 648a30(set 17 of 32),4 hit 
S 648b24(set 25 of 32),4 hit 
S 648c18(set 0 of 32),4 hit 
S 648d0c(set 8 of 32),4 hit 
S 648e00(set 16 of 32),4 miss eviction 
S 648ef4(set 23 of 32),4 hit 
S 648fe8(set 31 of 32),4 hit 
L 60a2c0(set 22 of 32),4 miss eviction 
L 60a2c4(set 22 of 32),4 hit 
L 60a2c8(set 22 of 32),4 hit 
L 60a2cc(set 22 of 32),4 hit 
L 60a2d0(set 22 of 32),4 hit 
L 60a2d4(set 22 of 32),4 hit 
L 60a2d8(set 22 of 32),4 hit 
L 60a2dc(set 22 of 32),4 hit 
S 6490c0(set 6 of 32),4 miss eviction 
S 6491b4(set 13 of 32),4 miss eviction 
S 6492a8(set 21 of 32),4 miss eviction 
S 64939c(set 28 of 32),4 miss eviction 
S 649490(set 4 of 32),4 miss eviction 
S 649584(set 12 of 32),4 miss eviction 
S 649678(set 19 of 32),4 miss eviction 
S 64976c(set 27 of 32),4 miss eviction 
L 60a3cc(set 30 of 32),4 miss eviction 
L 60a3d0(set 30 of 32),4 hit 
L 60a3d4(set 30 of 32),4 hit 
L 60a3d8(set 30 of 32),4 hit 
L 60a3dc(set 30 of 32),4 hit 
L 60a3e0(set 31 of 32),4 miss eviction 
L 60a3e4(set 31 of 32),4 hit 
L 60a3e8(set 31 of 32),4 hit 
S 6490c4(set 6 of 32),4 hit 
S 6491b8(set 13 of 32),4 hit 
S 6492ac(set 21 of 32),4 hit 
S 6493a0(set 29 of 32),4 miss eviction 
S 649494(set 4 of 32),4 hit 
S 649588(set 12 of 32),4 hit 
S 64967c(set 19 of 32),4 hit 
S 649770(set 27 of 32),4 hit 
L 60a4d8(set 6 of 32),4 miss eviction 
L 60a4dc(set 6 of 32),4 hit 
L 60a4e0(set 7 of 32),4 miss eviction 
L 60a4e4(set 7 of 32),4 hit 
L 60a4e8(set 7 of 32),4 hit 
L 60a4ec(set 7 of 32),4 hit 
L 60a4f0(set 7 of 32),4 hit 
L 60a4f4(set 7 of 32),4 hit 
S 6490c8(set 6 of 32),4 miss eviction 
S 6491bc(set 13 of 32),4 hit 
S 6492b0(set 21 of 32),4 hit 
S 6493a4(set 29 of 32),4 hit 
S 649498(set 4 of 32),4 hit 
S 64958c(set 12 of 32),4 hit 
S 649680(set 20 of 32),4 miss eviction 
S 649774(set 27 of 32),4 hit 
L 60a5e4(set 15 of 32),4 miss eviction 
L 60a5e8(set 15 of 32),4 hit 
L 60a5ec(set 15 of 32),4 hit 
L 60a5f0(set 15 of 32),4 hit 
L 60a5f4(set 15 of 32),4 hit 
L 60a5f8(set 15 of 32),4 hit 
L 60a5fc(set 15 of 32),4 hit 
L 60a600(set 16 of 32),4 miss eviction 
S 6490cc(set 6 of 32),4 hit 
S 6491c0(set 14 of 32),4 miss eviction 
S 6492b4(set 21 of 32),4 hit 
S 6493a8(set 29 of 32),4 hit 
S 64949c(set 4 of 32),4 hit 
S 649590(set 12 of 32),4 hit 
S 649684(set 20 of 32),4 hit 
S 649778(set 27 of 32),4 hit 
L 60a6f0(set 23 of 32),4 miss eviction 
L 60a6f4(set 23 of 32),4 hit 
L 60a6f8(set 23 of 32),4 hit 
L 60a6fc(set 23 of 32),4 hit 
L 60a700(set 24 of 32),4 miss eviction 
L 60a704(set 24 of 32),4 hit 
L 60a708(set 24 of 32),4 hit 
L 60a70c(set 24 of 32),4 hit 
S 6490d0(set 6 of 32),4 hit 
S 6491c4(set 14 of 32),4 hit 
S 6492b8(set 21 of 32),4 hit 
S 6493ac(set 29 of 32),4 hit 
S 6494a0(set 5 of 32),4 miss eviction 
S 649594(set 12 of 32),4 hit 
S 649688(set 20 of 32),4 hit 
S 64977c(set 27 of 32),4 hit 
L 60a7fc(set 31 of 32),4 miss eviction 
L 60a800(set 0 of 32),4 miss eviction 
L 60a804(set 0 of 32),4 hit 
L 60a808(set 0 of 32),4 hit 
L 60a80c(set 0 of 32),4 hit 
L 60a810(set 0 of 32),4 hit 
L 60a814(set 0 of 32),4 hit 
L 60a818(set 0 of 32),4 hit 
S 6490d4(set 6 of 32),4 hit 
S 6491c8(set 14 of 32),4 hit 
S 6492bc(set 21 of 32),4 hit 
S 6493b0(set 29 of 32),4 hit 
S 6494a4(set 5 of 32),4 hit 
S 649598(set 12 of 32),4 hit 
S 64968c(set 20 of 32),4 hit 
S 649780(set 28 of 32),4 miss eviction 
L 60a908(set 8 of 32),4 miss eviction 
L 60a90c(set 8 of 32),4 hit 
L 60a910(set 8 of 32),4 hit 
L 60a914(set 8 of 32),4 hit 
L 60a918(set 8 of 32),4 hit 
L 60a91c(set 8 of 32),4 hit 
L 60a920(set 9 of 32),4 miss eviction 
L 60a924(set 9 of 32),4 hit 
S 6490d8(set 6 of 32),4 hit 
S 6491cc(set 14 of 32),4 hit 
S 6492c0(set 22 of 32),4 miss eviction 
S 6493b4(set 29 of 32),4 hit 
S 6494a8(set 5 of 32),4 hit 
S 64959c(set 12 of 32),4 hit 
S 649690(set 20 of 32),4 hit 
S 649784(set 28 of 32),4 hit 
L 60aa14(set 16 of 32),4 miss eviction 
L 60aa18(set 16 of 32),4 hit 
L 60aa1c(set 16 of 32),4 hit 
L 60aa20(set 17 of 32),4 miss eviction 
L 60aa24(set 17 of 32),4 hit 
L 60aa28(set 17 of 32),4 hit 
L 60aa2c(set 17 of 32),4 hit 
L 60aa30(set 17 of 32),4 hit 
S 6490dc(set 6 of 32),4 hit 
S 6491d0(set 14 of 32),4 hit 
S 6492c4(set 22 of 32),4 hit 
S 6493b8(set 29 of 32),4 hit 
S 6494ac(set 5 of 32),4 hit 
S 6495a0(set 13 of 32),4 miss eviction 
S 649694(set 20 of 32),4 hit 
S 649788(set 28 of 32),4 hit 
L 60a2e0(set 23 of 32),4 miss eviction 
L 60a2e4(set 23 of 32),4 hit 
L 60a2e8(set 23 of 32),4 hit 
L 60a2ec(set 23 of 32),4 hit 
L 60a2f0(set 23 of 32),4 hit 
L 60a2f4(set 23 of 32),4 hit 
L 60a2f8(set 23 of 32),4 hit 
L 60a2fc(set 23 of 32),4 hit 
S 649860(set 3 of 32),4 miss eviction 
S 649954(set 10 of 32),4 miss eviction 
S 649a48(set 18 of 32),4 miss eviction 
S 649b3c(set 25 of 32),4 miss eviction 
S 649c30(set 1 of 32),4 miss eviction 
S 649d24(set 9 of 32),4 miss eviction 
S 649e18(set 16 of 32),4 miss eviction 
S 649f0c(set 24 of 32),4 miss eviction 
L 60a3ec(set 31 of 32),4 miss eviction 
L 60a3f0(set 31 of 32),4 hit 
L 60a3f4(set 31 of 32),4 hit 
L 60a3f8(set 31 of 32),4 hit 
L 60a3fc(set 31 of 32),4 hit 
L 60a400(set 0 of 32),4 miss eviction 
L 60a404(set 0 of 32),4 hit 
L 60a408(set 0 of 32),4 hit 
S 649864(set 3 of 32),4 hit 
S 649958(set 10 of 32),4 hit 
S 649a4c(set 18 of 32),4 hit 
S 649b40(set 26 of 32),4 miss eviction 
S 649c34(set 1 of 32),4 hit 
S 649d28(set 9 of 32),4 hit 
S 649e1c(set 16 of 32),4 hit 
S 649f10(set 24 of 32),4 hit 
L 60a4f8(set 7 of 32),4 hit 
L 60a4fc(set 7 of 32),4 hit 
L 60a500(set 8 of 32),4 miss eviction 
L 60a504(set 8 of 32),4 hit 
L 60a508(set 8 of 32),4 hit 
L 60a50c(set 8 of 32),4 hit 
L 60a510(set 8 of 32),4 hit 
L 60a514(set 8 of 32),4 hit 
S 649868(set 3 of 32),4 hit 
S 64995c(set 10 of 32),4 hit 
S 649a50(set 18 of 32),4 hit 
S 649b44(set 26 of 32),4 hit 
S 649c38(set 1 of 32),4 hit 
S 649d2c(set 9 of 32),4 hit 
S 649e20(set 17 of 32),4 miss eviction 
S 649f14(set 24 of 32),4 hit 
L 60a604(set 16 of 32),4 miss eviction 
L 60a608(set 16 of 32),4 hit 
L 60a60c(set 16 of 32),4 hit 
L 60a610(set 16 of 32),4 hit 
L 60a614(set 16 of 32),4 hit 
L 60a618(set 16 of 32),4 hit 
L 60a61c(set 16 of 32),4 hit 
L 60a620(set 17 of 32),4 miss eviction 
S 64986c(set 3 of 32),4 hit 
S 649960(set 11 of 32),4 miss eviction 
S 649a54(set 18 of 32),4 hit 
S 649b48(set 26 of 32),4 hit 
S 649c3c(set 1 of 32),4 hit 
S 649d30(set 9 of 32),4 hit 
S 649e24(set 17 of 32),4 miss eviction 
S 649f18(set 24 of 32),4 hit 
L 60a710(set 24 of 32),4 miss eviction 
L 60a714(set 24 of 32),4 hit 
L 60a718(set 24 of 32),4 hit 
L 60a71c(set 24 of 32),4 hit 
L 60a720(set 25 of 32),4 miss eviction 
L 60a724(set 25 of 32),4 hit 
L 60a728(set 25 of 32),4 hit 
L 60a72c(set 25 of 32),4 hit 
S 649870(set 3 of 32),4 hit 
S 649964(set 11 of 32),4 hit 
S 649a58(set 18 of 32),4 hit 
S 649b4c(set 26 of 32),4 hit 
S 649c40(set 2 of 32),4 miss eviction 
S 649d34(set 9 of 32),4 hit 
S 649e28(set 17 of 32),4 hit 
S 649f1c(set 24 of 32),4 miss eviction 
L 60a81c(set 0 of 32),4 miss eviction 
L 60a820(set 1 of 32),4 miss eviction 
L 60a824(set 1 of 32),4 hit 
L 60a828(set 1 of 32),4 hit 
L 60a82c(set 1 of 32),4 hit 
L 60a830(set 1 of 32),4 hit 
L 60a834(set 1 of 32),4 hit 
L 60a838(set 1 of 32),4 hit 
S 649874(set 3 of 32),4 hit 
S 649968(set 11 of 32),4 hit 
S 649a5c(set 18 of 32),4 hit 
S 649b50(set 26 of 32),4 hit 
S 649c44(set 2 of 32),4 hit 
S 649d38(set 9 of 32),4 hit 
S 649e2c(set 17 of 32),4 hit 
S 649f20(set 25 of 32),4 miss eviction 
L 60a928(set 9 of 32),4 miss eviction 
L 60a92c(set 9 of 32),4 hit 
L 60a930(set 9 of 32),4 hit 
L 60a934(set 9 of 32),4 hit 
L 60a938(set 9 of 32),4 hit 
L 60a93c(set 9 of 32),4 hit 
L 60a940(set 10 of 32),4 miss eviction 
L 60a944(set 10 of 32),4 hit 
S 649878(set 3 of 32),4 hit 
S 64996c(set 11 of 32),4 hit 
S 649a60(set 19 of 32),4 miss eviction 
S 649b54(set 26 of 32),4 hit 
S 649c48(set 2 of 32),4 hit 
S 649d3c(set 9 of 32),4 miss eviction 
S 649e30(set 17 of 32),4 hit 
S 649f24(set 25 of 32),4 hit 
L 60aa34(set 17 of 32),4 miss eviction 
L 60aa38(set 17 of 32),4 hit 
L 60aa3c(set 17 of 32),4 hit 
L 60aa40(set 18 of 32),4 miss eviction 
L 60aa44(set 18 of 32),4 hit 
L 60aa48(set 18 of 32),4 hit 
L 60aa4c(set 18 of 32),4 hit 
L 60aa50(set 18 of 32),4 hit 
S 64987c(set 3 of 32),4 hit 
S 649970(set 11 of 32),4 hit 
S 649a64(set 19 of 32),4 hit 
S 649b58(set 26 of 32),4 hit 
S 649c4c(set 2 of 32),4 hit 
S 649d40(set 10 of 32),4 miss eviction 
S 649e34(set 17 of 32),4 miss eviction 
S 649f28(set 25 of 32),4 hit 
L 60a300(set 24 of 32),4 miss eviction 
L 60a304(set 24 of 32),4 hit 
L 60a308(set 24 of 32),4 hit 
L 60a30c(set 24 of 32),4 hit 
L 60a310(set 24 of 32),4 hit 
L 60a314(set 24 of 32),4 hit 
L 60a318(set 24 of 32),4 hit 
L 60a31c(set 24 of 32),4 hit 
S 64a000(set 0 of 32),4 miss eviction 
S 64a0f4(set 7 of 32),4 miss eviction 
S 64a1e8(set 15 of 32),4 miss eviction 
S 64a2dc(set 22 of 32),4 miss eviction 
S 64a3d0(set 30 of 32),4 miss eviction 
S 64a4c4(set 6 of 32),4 miss eviction 
S 64a5b8(set 13 of 32),4 miss eviction 
S 64a6ac(set 21 of 32),4 miss eviction 
L 60a40c(set 0 of 32),4 miss eviction 
L 60a410(set 0 of 32),4 hit 
L 60a414(set 0 of 32),4 hit 
L 60a418(set 0 of 32),4 hit 
L 60a41c(set 0 of 32),4 hit 
L 60a420(set 1 of 32),4 miss eviction 
L 60a424(set 1 of 32),4 hit 
L 60a428(set 1 of 32),4 hit 
S 64a004(set 0 of 32),4 miss eviction 
S 64a0f8(set 7 of 32),4 hit 
S 64a1ec(set 15 of 32),4 hit 
S 64a2e0(set 23 of 32),4 miss eviction 
S 64a3d4(set 30 of 32),4 hit 
S 64a4c8(set 6 of 32),4 hit 
S 64a5bc(set 13 of 32),4 hit 
S 64a6b0(set 21 of 32),4 hit 
L 60a518(set 8 of 32),4 hit 
L 60a51c(set 8 of 32),4 hit 
